,Trait1,Trait2,r.xmate.yz,r.xmate.yy,r.xmate.zz,r.wmate.yz,rse.xmate.yz,rse.xmate.yy,rse.xmate.zz,rse.wmate.yz,r.xmate.yz.pred,r.xmate.yz.pred.dwyz,r.xmate.yz.pred.dxyy,r.xmate.yz.pred.dxzz
0,HbA1C_fasting_adj_earliest,triglycerides_fasting_adj_earliest,0.0463540234970293,0.0779984698269714,0.126996630421213,0.158227534606887,0.0049926959931146,0.0061309305241083,0.0052146402749738,0.0058434971477898,0.031370989733236536,0.18902161623336783,0.14946331985952307,0.15095238732675598
1,HbA1C_fasting_adj_earliest,glucose_fasting_adj_earliest,0.0389334645778227,0.0779984698269714,0.0815860120033728,0.567861793814511,0.0058507555483877,0.006141170322345,0.00649283212102,0.0098883171503889,0.06843735588245425,0.06225258028597741,0.427667792307712,0.42784656353044553
2,HbA1C_fasting_adj_earliest,triglycerides_fasting_statin_adj_earliest,0.049256320883589,0.0779984698269714,0.131627854985515,0.190153812532529,0.0053094496553948,0.0063597678865341,0.005113413823904,0.0059601826036423,0.03814995129272573,0.18724567140434067,0.1776698983725373,0.17962431583343066
3,HbA1C_fasting_adj_earliest,LDL_fasting_statin_adj_earliest,0.000210868063072,0.0779984698269714,0.0593840444412159,0.0188324220825085,0.0050280287602919,0.006250221178098,0.0051144700991455,0.005586541621387,0.0025745024254547207,0.13660850184554074,0.01858740054382794,0.01854008629774422
4,HbA1C_fasting_adj_earliest,eduyears_mean,-0.0544762903710029,0.0779984698269714,0.455310397955203,-0.0641869984296036,0.0048996662951982,0.0061693630434628,0.0041429193017915,0.0048433155920975,-0.032960553595444496,0.5105006506682808,-0.04745355056440427,-0.05945233367955093
5,HbA1C_fasting_adj_earliest,fiq_score_earliest_scaled,-0.0351235157574144,0.0779984698269714,0.199472613218797,-0.0608444870337708,0.0050087661113752,0.0059145238059673,0.0050354344672664,0.0048458924583985,-0.016570577096939515,0.2704879242161934,-0.056499915777783814,-0.05847495901186881
6,HbA1C_fasting_adj_earliest,fathers_age,-0.0178260923518667,0.0779984698269714,0.0299357360164911,-0.0323612634938693,0.0051198081604224,0.0063218136756007,0.0051379532431079,0.0048386833130645,-0.0034812668112053084,0.10735051131467946,-0.032149876368423966,-0.031984258022533345
7,HbA1C_fasting_adj_earliest,mothers_age,-0.0063002692585856,0.0779984698269714,0.0211765415524732,-0.0288803512170573,0.005167670975877,0.0064840318854203,0.0051404503649151,0.0051172176126925,-0.0028572314919700133,0.09876743686141169,-0.02874950623815069,-0.028588703898451914
8,HbA1C_fasting_adj_earliest,number_full_brothers,0.0168325095322182,0.0779984698269714,0.0545479716324183,0.0234760658865616,0.0051949796008363,0.0059724634440058,0.0055108553616669,0.0051403249325814,0.003096907764482598,0.13177291410902012,0.023196545408109313,0.023124808255208643
9,HbA1C_fasting_adj_earliest,number_full_sisters,0.0085364887690349,0.0779984698269714,0.0627871458756391,0.0257738667139643,0.0051609982540799,0.0059583780858338,0.0058333914967374,0.0053801267443175,0.0036086627880004794,0.13982854835985217,0.025407190102244848,0.025352979795436652
10,HbA1C_fasting_adj_earliest,diastolic_earliest,0.0177705727951698,0.0779984698269714,0.0864727963987875,0.0061759537428811,0.004888976013136,0.0058758843882486,0.0051263595128699,0.0051623050565563,0.001008961364942116,0.1633528922290995,0.006047842908817699,0.006056238348445391
11,HbA1C_fasting_adj_earliest,systolic_earliest,0.0152968865939994,0.0779984698269714,0.0868545172770288,0.0266982747441973,0.0051378964211432,0.0061109503714562,0.0051974527934072,0.0051176864973073,0.004368817103219427,0.16340690895311805,0.026125081390419604,0.026163113899360206
12,HbA1C_fasting_adj_earliest,pulse_earliest,0.0379265250070006,0.0779984698269714,0.107158011434709,0.129752941348344,0.0050712424660895,0.0061792453921528,0.0050632113865487,0.005745388108827,0.023446696856532227,0.17495247870983252,0.12431351384453695,0.12498126784774785
13,HbA1C_fasting_adj_earliest,pw_peak_to_peak_time_earliest,-0.0203162199589819,0.0779984698269714,0.0518746228014763,-0.0386929270352741,0.0047345065739494,0.0060543473905889,0.0061172993865613,0.0047764647581943,-0.004997701120453127,0.1287829024140344,-0.03822491018893212,-0.03809576853123656
14,HbA1C_fasting_adj_earliest,pw_reflection_index_earliest,-0.0081079673499264,0.0779984698269714,0.0349378849129773,-0.06012424434446,0.0048063932376809,0.0061639533103481,0.0055877126396584,0.0052399404774178,-0.00674783480306323,0.11143390341543598,-0.05951954426392648,-0.05923146936501324
15,HbA1C_fasting_adj_earliest,grip_strength_left_earliest,-0.0306529062531933,0.0779984698269714,0.0774635940916963,-0.04924476186395,0.0050779468335919,0.0059306860620868,0.0050459020167596,0.0052093617118701,-0.007592045302795794,0.15344218513787664,-0.04825692967626643,-0.04825214276658393
16,HbA1C_fasting_adj_earliest,grip_strength_right_earliest,-0.0339874370591937,0.0779984698269714,0.0892110990626805,-0.0494453213285195,0.0050663595356896,0.0060793770455296,0.0051080054506099,0.005366467398444,-0.008191573675308789,0.1648834675406454,-0.04827117959950248,-0.0483608868953432
17,HbA1C_fasting_adj_earliest,waist_circumference_earliest,0.0999838821576485,0.0779984698269714,0.245683852916688,0.247625085602029,0.0054328329950881,0.0058979440583314,0.0050717875977056,0.005946148138132,0.07456357839126992,0.2695500158967087,0.21555339439794566,0.2273021781130561
18,HbA1C_fasting_adj_earliest,hip_circumference_earliest,0.0799614618673849,0.0779984698269714,0.185135790795178,0.172171988785892,0.0054009311767175,0.0061874877839679,0.0049159138458249,0.005750365843429,0.04347042012518925,0.23898480921373705,0.1580532439897691,0.16253786074004564
19,HbA1C_fasting_adj_earliest,standing_height_earliest,-0.0210415619420995,0.0779984698269714,0.22636332650368,-0.026374179802827,0.0050021968408942,0.0061150137373544,0.0048770156153892,0.0051537986876593,-0.00788437444603433,0.2985462719704548,-0.02415165321562334,-0.02529993216512971
20,HbA1C_fasting_adj_earliest,seated_height_earliest,-0.0149361157032384,0.0779984698269714,0.202875984661039,-0.006302069048185,0.0052170784335777,0.0064799124286428,0.0051255527402302,0.0049271619410476,-0.001742724039908412,0.2764900646940791,-0.005856070937125537,-0.006069994680196469
21,HbA1C_fasting_adj_earliest,weight_earliest,0.0863608564179342,0.0779984698269714,0.213007980208328,0.214657247430602,0.0054619988528801,0.0059683022934992,0.0054246933707391,0.0057895998951525,0.05897396846236976,0.25249252760009144,0.19205641689740985,0.19962458831543775
22,HbA1C_fasting_adj_earliest,bmi_earliest,0.100504139605098,0.0779984698269714,0.243924051117662,0.239496133770524,0.0054895373238802,0.0062309397147155,0.0051486016970624,0.0057391126967401,0.07197424809283895,0.27096059592166255,0.20921044049897045,0.2204687627894501
23,HbA1C_fasting_adj_earliest,heel_bmd_tscore,-0.0044979682100156,0.0779984698269714,0.0294129471126629,0.0095717084708334,0.0052454584314636,0.0061729964114879,0.0057447870156679,0.0052775848510752,0.0010257112651403267,0.10713785645802829,0.009519050224688168,0.009469701936518226
24,HbA1C_fasting_adj_earliest,heel_bmd,-0.0049501584140089,0.0779984698269714,0.0253478395852535,0.0099438402015771,0.00548675045846,0.0059890870280654,0.0057168466060117,0.0051852238684742,0.0010255783808789133,0.10311332472670738,0.009897520989644146,0.0098440473514439
25,HbA1C_fasting_adj_earliest,heel_qui,-0.0044761852585155,0.0779984698269714,0.024954609299175,0.0100091249193071,0.0054751030702292,0.0063405515019105,0.0057462832405989,0.0051374714275959,0.0010284139155155342,0.10272370919284704,0.009963295088678518,0.009909273282573319
26,HbA1C_fasting_adj_earliest,body_fat_percentage_earliest,0.0833788608180043,0.0779984698269714,0.228705566161203,0.182328683354,0.0053354308627004,0.00628725393126,0.0047958753451204,0.005129967192236,0.053346782692243515,0.27552605832342103,0.16318369761133095,0.1708960413388397
27,HbA1C_fasting_adj_earliest,basal_metabolic_rate_earliest,0.0691060578972396,0.0779984698269714,0.177105890243103,0.183216003817454,0.0053237870195426,0.0061689563800431,0.0050965859370928,0.0056518278401194,0.044710299772579114,0.2292337707685841,0.16833177506907687,0.17258644013116828
28,HbA1C_fasting_adj_earliest,FVC_zscore,0.0462025155640339,0.0779984698269714,0.11009896393694,0.149472620185716,0.0050075724961352,0.0064214170709055,0.005348974731095,0.0047317459885911,0.02729145153862347,0.1749190032893641,0.14238206472411,0.14323340915155763
29,HbA1C_fasting_adj_earliest,FEV1_zscore,0.0431807301866798,0.0779984698269714,0.0892803944440311,0.129651891963797,0.00507289928173,0.0061677077472686,0.0052961115138672,0.0049268601553526,0.02119367111487936,0.1582346458557084,0.12495749520147195,0.12519113861089795
30,HbA1C_fasting_adj_earliest,PEF_earliest,-0.0312681679929563,0.0779984698269714,0.0801239139465512,-0.0708288807786451,0.0049626864354981,0.006172466926224,0.0048159468003698,0.0050740999417558,-0.011076637985956506,0.15486660857008783,-0.06918855041880274,-0.06920945124896144
31,HbA1C_fasting_adj_earliest,logMAR_final_left,0.019313725126676,0.0779984698269714,0.0363924279311349,0.0552049908601894,0.0051625701991787,0.0062184861557045,0.0065035608945941,0.0051279722123518,0.006278337519617876,0.11304595335122553,0.054661508465986976,0.054402673274604324
